ID_yr,Site,Year,Species,Treatment,spp_trt,Phytometer,Neighbour,light,carbon,WUE,gs
TYP2_2016,TYP2,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,200,6,0.8,414
TYP2_2016,TYP2,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,100,2,0.26,405
TYP2_2016,TYP2,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,50,0.1,0.01,386
TYP2_2016,TYP2,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,0,-1.1,-0.15,374
TYP2CU_2016,TYP2CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,1500,27,3.83,402
TYP2CU_2016,TYP2CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,1000,24.7,3.26,514
TYP2CU_2016,TYP2CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,500,20.3,2.92,439
TYP2CU_2016,TYP2CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,200,10.9,1.61,399
TYP2CU_2016,TYP2CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,100,8.1,1.17,380
TYP2CU_2016,TYP2CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,50,6.3,0.89,399
TYP2CU_2016,TYP2CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,0,5.6,0.79,371
TYP3_2016,TYP3,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,1500,13.8,2.92,224
TYP3_2016,TYP3,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,1000,13.3,3.02,221
TYP3_2016,TYP3,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,500,10,2.13,196
TYP3_2016,TYP3,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,200,5,1.13,200
TYP3_2016,TYP3,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,100,1.7,0.4,207
TYP3_2016,TYP3,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,50,-0.1,-0.02,191
TYP3_2016,TYP3,2016,Typha,Competition,Typha_Phragmites_Competition,Typha_Phragmites,Phragmites,0,-1.4,-0.39,158
TYP3CU_2016,TYP3CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,1500,20.1,3.08,364
TYP3CU_2016,TYP3CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,1000,19.1,2.99,374
TYP3CU_2016,TYP3CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,500,13.5,2.17,361
TYP3CU_2016,TYP3CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,200,5.9,0.96,355
TYP3CU_2016,TYP3CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,100,2.1,0.34,384
TYP3CU_2016,TYP3CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,50,0.3,0.05,341
TYP3CU_2016,TYP3CU,2016,Typha,No competition,Typha_Phragmites_No competition,Typha_Phragmites,Phragmites,0,-1.3,-0.24,299
PCA1_2016,PCA1,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1500,11.9,2.44,165
PCA1_2016,PCA1,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1000,11.2,2.25,156
PCA1_2016,PCA1,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,500,9,1.83,147
PCA1_2016,PCA1,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,200,4.5,1,127
PCA1_2016,PCA1,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,100,1.8,0.51,105
PCA1_2016,PCA1,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,50,0.6,0.26,63
PCA1_2016,PCA1,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,0,-0.3,-0.2,41
PCA1CU_2016,PCA1CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1500,23.9,3.17,304
PCA1CU_2016,PCA1CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1000,21.1,2.84,275
PCA1CU_2016,PCA1CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,500,14.5,2.28,225
PCA1CU_2016,PCA1CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,200,6.4,1.21,161
PCA1CU_2016,PCA1CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,100,2.8,0.71,110
PCA1CU_2016,PCA1CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,50,0.8,0.44,43
PCA1CU_2016,PCA1CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,0,-0.4,-0.28,34
PCA2_2016,PCA2,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1500,22.5,3.03,331
PCA2_2016,PCA2,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1000,20.1,2.75,299
PCA2_2016,PCA2,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,500,13.9,2.11,268
PCA2_2016,PCA2,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,200,5.9,0.95,214
PCA2_2016,PCA2,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,100,2.3,0.45,165
PCA2_2016,PCA2,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,50,0.7,0.17,120
PCA2_2016,PCA2,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,0,-0.9,-0.28,98
PCA2CU_2016,PCA2CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1500,23.5,3.13,318
PCA2CU_2016,PCA2CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1000,21.2,2.7,317
PCA2CU_2016,PCA2CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,500,14.8,1.95,286
PCA2CU_2016,PCA2CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,200,5.9,0.87,230
PCA2CU_2016,PCA2CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,100,2.7,0.83,93
PCA2CU_2016,PCA2CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,50,0.8,0.39,53
PCA2CU_2016,PCA2CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,0,0,0,36
PCA3_2016,PCA3,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1500,17.1,2.71,253
PCA3_2016,PCA3,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1000,15.3,2.58,243
PCA3_2016,PCA3,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,500,10.8,2.05,205
PCA3_2016,PCA3,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,200,4.5,1.03,150
PCA3_2016,PCA3,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,100,1.3,0.41,98
PCA3_2016,PCA3,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,50,0.1,0.05,54
PCA3_2016,PCA3,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,0,-1,-0.71,39
PCA3CU_2016,PCA3CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1500,22.2,3.34,277
PCA3CU_2016,PCA3CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1000,19.4,3.08,246
PCA3CU_2016,PCA3CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,500,13.7,2.35,231
PCA3CU_2016,PCA3CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,200,6,1.15,181
PCA3CU_2016,PCA3CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,100,1.9,0.48,115
PCA3CU_2016,PCA3CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,50,0.2,0.08,73
PCA3CU_2016,PCA3CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,0,-0.1,-0.05,49
PCA4_2016,PCA4,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1500,15,2.88,165
PCA4_2016,PCA4,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1000,13.6,2.72,160
PCA4_2016,PCA4,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,500,9.5,2.14,134
PCA4_2016,PCA4,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,200,3.9,1.1,98
PCA4_2016,PCA4,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,100,1.1,0.75,35
PCA4_2016,PCA4,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,50,-0.1,-0.09,25
PCA4_2016,PCA4,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,0,-1,-1.12,21
PCA4CU_2016,PCA4CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1500,25.4,3.35,310
PCA4CU_2016,PCA4CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1000,22.1,2.86,302
PCA4CU_2016,PCA4CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,500,14.6,1.97,277
PCA4CU_2016,PCA4CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,200,6.1,0.92,245
PCA4CU_2016,PCA4CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,100,2,0.33,207
PCA4CU_2016,PCA4CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,50,-0.1,-0.02,154
PCA4CU_2016,PCA4CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,0,-1.8,-0.52,95
PCA5_2016,PCA5,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1500,20.4,2.72,279
PCA5_2016,PCA5,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1000,17.8,2.47,259
PCA5_2016,PCA5,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,500,12.7,1.92,243
PCA5_2016,PCA5,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,200,5.5,0.9,197
PCA5_2016,PCA5,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,100,1.9,0.43,135
PCA5_2016,PCA5,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,50,0,0,79
PCA5_2016,PCA5,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,0,-0.9,-0.4,58
PCA6_2016,PCA6,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1500,20.9,2.8,276
PCA6_2016,PCA6,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,1000,18.5,2.64,258
PCA6_2016,PCA6,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,500,13.2,2.07,217
PCA6_2016,PCA6,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,200,5.5,1.01,162
PCA6_2016,PCA6,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,100,1.6,0.4,110
PCA6_2016,PCA6,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,50,0.1,0.04,70
PCA6_2016,PCA6,2016,Phragmites,Competition,Phragmites_Carex_Competition,Phragmites_Carex,Carex,0,-0.9,-0.45,48
PCA6CU_2016,PCA6CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1500,23.6,3.04,343
PCA6CU_2016,PCA6CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,1000,21,2.78,335
PCA6CU_2016,PCA6CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,500,14.6,1.97,294
PCA6CU_2016,PCA6CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,200,6.1,0.87,267
PCA6CU_2016,PCA6CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,100,2.3,0.41,191
PCA6CU_2016,PCA6CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,50,0.4,0.09,135
PCA6CU_2016,PCA6CU,2016,Phragmites,No competition,Phragmites_Carex_No competition,Phragmites_Carex,Carex,0,-1,-0.29,94
PCC4_2016,PCC4,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,1500,23.2,3.21,340
PCC4_2016,PCC4,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,1000,18.6,2.93,262
PCC4_2016,PCC4,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,500,13.4,2.33,227
PCC4_2016,PCC4,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,200,5,1,180
PCC4_2016,PCC4,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,100,0.7,0.17,130
PCC4_2016,PCC4,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,50,-0.9,-0.35,75
PCC4_2016,PCC4,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,0,-1.3,-0.53,71
PCC5_2016,PCC5,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,1500,14.2,2.68,184
PCC5_2016,PCC5,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,1000,13.7,2.46,186
PCC5_2016,PCC5,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,500,11.1,2.14,162
PCC5_2016,PCC5,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,200,5.8,1.22,138
PCC5_2016,PCC5,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,100,2.6,0.71,101
PCC5_2016,PCC5,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,50,1,0.39,65
PCC5_2016,PCC5,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,0,-0.5,-0.25,48
PCC5CU_2016,PCC5CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,1500,19,2.61,299
PCC5CU_2016,PCC5CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,1000,17.9,2.36,312
PCC5CU_2016,PCC5CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,500,13.7,1.87,296
PCC5CU_2016,PCC5CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,200,7.2,1.08,278
PCC5CU_2016,PCC5CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,100,3.6,0.63,231
PCC5CU_2016,PCC5CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,50,2,0.57,113
PCC5CU_2016,PCC5CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,0,0.7,0.33,59
PCC6_2016,PCC6,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,1500,18.4,2.83,255
PCC6_2016,PCC6,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,1000,17,2.69,249
PCC6_2016,PCC6,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,500,12.5,2.06,229
PCC6_2016,PCC6,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,200,6,1.12,203
PCC6_2016,PCC6,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,100,2.3,0.53,148
PCC6_2016,PCC6,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,50,0.3,0.09,101
PCC6_2016,PCC6,2016,Phragmites,Competition,Phragmites_Calamagrostis_Competition,Phragmites_Calamagrostis,Calamagrostis,0,-0.8,-0.29,80
PCC6CU_2016,PCC6CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,1500,17.7,2.91,218
PCC6CU_2016,PCC6CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,1000,16.6,2.84,216
PCC6CU_2016,PCC6CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,500,12.8,2.33,207
PCC6CU_2016,PCC6CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,200,5.6,1.1,181
PCC6CU_2016,PCC6CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,100,2.2,0.48,137
PCC6CU_2016,PCC6CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,50,0.4,0.1,107
PCC6CU_2016,PCC6CU,2016,Phragmites,No competition,Phragmites_Calamagrostis_No competition,Phragmites_Calamagrostis,Calamagrostis,0,-0.9,-0.33,80
CAP12_2016,CAP12,2016,Carex,Competition,Carex_Phragmites_Competition,Carex_Phragmites,Phragmites,1500,4.1,1.36,110
CAP12_2016,CAP12,2016,Carex,Competition,Carex_Phragmites_Competition,Carex_Phragmites,Phragmites,1000,3.9,1.66,107
CAP12_2016,CAP12,2016,Carex,Competition,Carex_Phragmites_Competition,Carex_Phragmites,Phragmites,500,3.5,1.6,116
CAP12_2016,CAP12,2016,Carex,Competition,Carex_Phragmites_Competition,Carex_Phragmites,Phragmites,200,3.1,1.72,106
CAP12_2016,CAP12,2016,Carex,Competition,Carex_Phragmites_Competition,Carex_Phragmites,Phragmites,100,1.5,0.69,142
CAP12_2016,CAP12,2016,Carex,Competition,Carex_Phragmites_Competition,Carex_Phragmites,Phragmites,50,0.2,0.1,112
CAP12_2016,CAP12,2016,Carex,Competition,Carex_Phragmites_Competition,Carex_Phragmites,Phragmites,0,-0.8,-0.44,102
CCP4_2016,CCP4,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,1500,8,1.95,162
CCP4_2016,CCP4,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,1000,8.6,2.68,180
CCP4_2016,CCP4,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,500,7.6,2.68,181
CCP4_2016,CCP4,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,200,4.4,1.64,189
CCP4_2016,CCP4,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,100,1.7,0.63,162
CCP4_2016,CCP4,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,50,0.3,0.14,130
CCP4_2016,CCP4,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,0,-0.7,-0.38,109
CCP5_2016,CCP5,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,1500,7.4,1.72,181
CCP5_2016,CCP5,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,1000,7.6,2.15,201
CCP5_2016,CCP5,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,500,6.2,2.28,169
CCP5_2016,CCP5,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,200,3.3,1.47,151
CCP5_2016,CCP5,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,100,1.3,0.51,157
CCP5_2016,CCP5,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,50,-0.1,-0.06,102
CCP5_2016,CCP5,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,0,-0.5,-0.36,82
CCP5CU_2016,CCP5CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,1500,13.4,2.07,297
CCP5CU_2016,CCP5CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,1000,12.3,2.28,303
CCP5CU_2016,CCP5CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,500,8.5,2,238
CCP5CU_2016,CCP5CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,200,4.4,1.47,162
CCP5CU_2016,CCP5CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,100,1.3,0.49,141
CCP5CU_2016,CCP5CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,50,0.1,0.06,88
CCP5CU_2016,CCP5CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,0,-0.5,-0.37,70
CPP6_2016,CPP6,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,1500,11.7,3.04,162
CPP6_2016,CPP6,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,1000,11.5,3.59,183
CPP6_2016,CPP6,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,500,9,3.7,169
CPP6_2016,CPP6,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,200,5.6,2.8,157
CPP6_2016,CPP6,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,100,2.1,1.14,140
CPP6_2016,CPP6,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,50,0.2,0.11,116
CPP6_2016,CPP6,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,0,-1,-0.72,85
CCP6CU_2016,CCP6CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,1500,13.5,2.2,308
CCP6CU_2016,CCP6CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,1000,12.1,2.44,323
CCP6CU_2016,CCP6CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,500,9.5,2.32,277
CCP6CU_2016,CCP6CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,200,4.2,1.3,221
CCP6CU_2016,CCP6CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,100,1.5,0.5,201
CCP6CU_2016,CCP6CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,50,0.5,0.18,174
CCP6CU_2016,CCP6CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,0,-0.9,-0.4,138
CCP7_2016,CCP7,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,1500,8.7,1.48,280
CCP7_2016,CCP7,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,1000,7.4,1.77,264
CCP7_2016,CCP7,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,500,5.2,1.72,221
CCP7_2016,CCP7,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,200,3.1,1.15,178
CCP7_2016,CCP7,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,100,1,0.44,150
CCP7_2016,CCP7,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,50,0,0,135
CCP7_2016,CCP7,2016,Calamagrostis,Competition,Calamagrostis_Phragmites_Competition,Calamagrostis_Phragmites,Phragmites,0,-1.1,-0.72,100
CCP7CU_2016,CCP7CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,1500,10.9,2.03,242
CCP7CU_2016,CCP7CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,1000,10.1,2.42,233
CCP7CU_2016,CCP7CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,500,7.9,2.58,183
CCP7CU_2016,CCP7CU,2016,Calamagrostis,No competition,Calamagrostis_Phragmites_No competition,Calamagrostis_Phragmites,Phragmites,200,3.9,1.89,130
